study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
3,49,8,4,14,82,81.59
1,78,7,7,18,80,91.67
1,65,9,10,11,35,45.92
3,95,6,5,17,57,84.6
10,59,6,9,13,61,89.86
11,89,9,7,10,69,100.0
10,86,7,6,4,75,98.11
5,89,5,2,2,35,83.05
10,67,7,4,5,39,74.37
4,73,4,8,19,42,77.82
7,82,8,6,4,70,96.89
2,68,9,3,15,53,82.6
11,84,8,2,3,83,100.0
2,61,5,10,7,38,60.1
2,92,7,6,1,46,72.01
3,73,4,2,12,76,79.71
7,63,7,10,0,95,89.68
11,75,6,5,3,86,91.2
8,99,4,7,15,73,100.0
10,88,4,11,16,41,100.0
3,92,5,2,20,94,100.0
10,68,9,9,4,59,100.0
5,72,6,1,9,88,100.0
9,40,7,4,20,73,100.0
9,81,7,8,16,49,100.0
2,68,4,2,7,58,60.55
5,79,5,2,11,57,93.95
6,60,9,1,5,59,100.0
8,60,7,9,12,85,99.19
7,100,5,3,8,80,100.0
3,84,4,1,13,55,83.06
5,52,7,10,19,81,100.0
10,71,6,4,0,57,84.82
11,74,7,9,1,54,85.68
9,98,5,8,17,89,100.0
5,83,4,4,17,57,98.73
8,51,7,1,12,64,100.0
6,81,8,7,5,41,88.03
9,48,8,8,11,68,100.0
4,54,8,8,11,53,67.67
9,54,7,8,20,47,100.0
6,88,5,8,15,80,96.41
7,57,6,2,18,41,88.19
10,82,8,5,7,40,100.0
3,94,4,3,2,46,68.81
9,95,4,1,20,44,100.0
1,67,6,9,11,64,77.46
8,98,4,4,20,40,100.0
10,89,5,11,1,79,90.33
10,54,9,7,13,87,100.0
6,72,4,11,5,89,70.61
1,69,6,8,13,44,62.93
2,56,8,2,5,88,87.79
7,98,7,8,20,53,100.0
9,74,8,3,17,36,99.99
2,70,7,11,4,85,62.07
11,64,8,3,17,59,100.0
6,92,6,3,5,50,85.08
3,95,6,6,14,90,97.47
9,61,6,5,9,82,100.0
11,47,7,7,9,52,100.0
11,67,8,5,8,60,100.0
5,65,8,8,0,81,83.32
4,85,9,2,18,49,100.0
5,42,5,4,11,80,62.93
7,93,9,6,14,49,100.0
11,74,4,3,15,80,100.0
5,80,8,11,6,64,80.41
2,79,6,4,0,57,80.56
6,76,7,1,12,42,89.38
8,70,6,4,14,58,86.99
10,79,6,1,14,91,100.0
8,81,7,4,18,77,100.0
10,89,5,2,14,46,100.0
3,88,5,10,19,77,100.0
10,43,6,9,3,73,99.1
7,91,5,8,17,45,97.08
6,83,6,6,16,61,96.36
3,72,7,4,5,68,100.0
4,99,4,3,3,41,69.6
6,69,6,7,4,85,74.07
6,60,4,4,0,48,40.48
9,42,5,5,15,82,100.0
3,43,4,9,11,37,46.58
3,67,4,6,9,84,78.97
8,79,6,1,5,43,92.31
8,64,8,8,0,71,86.62
2,46,9,9,11,65,61.39
2,86,5,4,5,86,77.6
10,65,4,10,3,72,82.76
6,69,6,9,11,91,88.38
1,66,5,7,3,65,61.45
2,58,9,8,10,55,76.72
6,80,5,10,18,82,88.15
10,82,6,4,4,66,100.0
4,76,9,8,12,90,90.52
10,94,9,7,0,58,77.54
6,64,5,7,8,64,81.98
8,69,8,8,16,71,94.03
7,95,5,2,10,70,100.0
3,64,8,1,10,35,55.41
11,45,6,5,7,55,100.0
10,65,5,7,14,63,100.0
10,95,6,5,1,73,100.0
4,73,6,8,15,59,92.02
5,91,4,2,17,66,100.0
3,79,4,11,15,57,74.84
8,99,7,1,1,83,100.0
9,83,4,10,10,89,100.0
1,93,8,5,5,80,82.56
4,60,8,9,10,35,81.0
1,98,7,8,4,49,57.33
10,72,6,10,14,62,100.0
5,61,5,6,12,52,74.32
1,65,5,10,11,41,72.61
4,69,5,5,14,58,86.57
6,74,6,8,19,90,100.0
8,55,4,10,9,72,90.71
5,46,9,11,17,41,93.38
6,88,6,3,18,66,100.0
5,68,4,2,5,40,72.53
6,89,7,3,4,82,100.0
2,66,8,11,17,44,78.56
2,88,5,3,6,75,73.74
8,80,8,9,10,82,100.0
2,75,8,6,16,47,92.35
10,86,5,10,13,95,100.0
11,56,7,2,11,76,100.0
6,87,9,5,7,48,97.37
9,66,5,3,12,80,100.0
9,95,8,8,16,61,100.0
4,65,7,10,6,93,87.15
3,97,6,10,1,56,74.89
11,99,4,2,11,75,100.0
6,64,7,8,19,52,100.0
4,56,6,11,5,88,78.35
11,87,4,7,7,66,100.0
11,49,8,11,19,80,100.0
9,58,5,2,15,81,100.0
6,79,5,5,6,72,89.6
10,61,9,9,3,55,95.1
9,84,7,10,11,47,98.06
4,77,8,10,1,47,62.44
5,67,9,11,17,83,100.0
3,92,9,5,15,87,100.0
8,49,5,3,0,60,61.72
2,46,6,8,14,52,68.22
7,64,8,1,11,54,84.62
5,78,6,5,18,74,98.33
1,55,8,6,13,71,76.27
6,45,9,3,4,56,76.17
5,70,9,3,5,82,100.0
8,44,7,1,3,57,79.56
9,61,8,6,16,94,100.0
1,78,6,4,8,59,92.74
6,67,9,8,14,39,96.23
9,99,5,5,15,58,100.0
7,96,6,2,8,51,87.54
4,82,9,3,6,83,100.0
2,98,4,9,14,40,68.36
2,68,8,7,13,84,93.45
10,97,9,11,2,42,90.73
9,59,7,6,8,51,100.0
3,73,4,11,13,58,81.01
3,72,5,6,13,76,90.21
11,68,4,8,14,69,100.0
6,57,6,11,3,67,61.26
6,52,4,7,12,94,95.02
9,75,4,9,0,38,65.21
10,76,8,6,14,82,100.0
7,40,4,7,20,74,90.08
2,92,9,3,7,38,79.53
7,57,4,1,6,86,89.75
1,48,9,10,0,58,63.61
11,89,8,7,20,61,100.0
10,49,8,9,7,57,98.47
8,97,7,9,14,38,96.01
11,67,5,2,15,53,92.71
11,98,4,5,2,70,100.0
3,68,8,6,9,41,71.46
5,97,4,1,5,70,94.99
2,78,9,9,7,62,67.46
7,59,6,9,19,49,98.57
9,91,7,3,5,83,100.0
4,98,9,9,16,94,100.0
11,75,5,1,4,72,95.53
11,91,9,11,13,71,100.0
3,94,9,8,6,70,100.0
4,55,5,10,5,71,51.16
1,90,5,11,3,42,58.97
11,59,6,9,14,48,95.17
4,40,9,9,0,44,60.86
2,61,7,7,6,94,76.35
4,100,5,11,6,71,81.7
7,70,5,5,14,46,100.0
4,78,8,5,6,78,90.55
6,98,6,3,20,42,100.0
2,66,6,1,0,41,37.94
9,55,9,5,8,35,78.04
2,59,8,3,20,35,83.76
8,51,5,11,20,69,98.01
9,79,8,11,12,64,100.0
10,47,4,4,7,55,100.0
5,64,5,3,18,61,100.0
9,62,4,3,10,49,94.69
7,75,7,3,18,42,98.05
7,90,5,2,15,64,100.0
2,51,5,4,6,89,86.05
9,83,6,4,6,38,94.04
11,77,8,10,20,86,100.0
3,69,9,1,17,54,95.55
1,68,9,8,5,90,69.65
8,65,9,2,11,35,100.0
10,59,6,6,20,49,100.0
6,59,6,2,11,68,93.89
3,97,4,11,13,66,76.53
5,64,9,11,1,42,55.03
7,86,7,7,4,54,84.79
9,76,6,7,3,56,98.56
3,72,6,7,14,85,100.0
9,85,6,8,18,66,100.0
6,100,4,1,9,62,98.75
9,92,8,8,0,66,96.34
4,57,4,1,7,60,66.25
2,71,5,4,10,90,85.94
4,40,9,7,3,92,87.85
11,46,9,2,19,59,100.0
9,40,6,5,13,84,100.0
2,44,7,8,12,51,60.86
7,83,9,8,10,45,88.63
5,40,8,2,15,66,100.0
5,82,4,10,16,46,85.73
5,84,4,2,9,68,100.0
2,87,4,6,12,93,79.65
2,91,5,5,4,90,83.09
5,59,8,1,7,38,86.48
10,75,6,3,15,63,100.0
3,88,7,3,2,37,56.75
9,78,8,7,13,36,100.0
3,74,6,8,7,66,68.28
2,52,7,4,0,56,55.26
11,43,7,7,9,45,83.53
3,97,9,5,2,67,81.72
10,75,7,1,9,90,100.0
10,98,8,11,14,40,100.0
6,84,9,1,17,49,100.0
8,73,9,11,18,89,100.0
1,58,6,7,20,70,84.34
7,88,9,3,4,91,100.0
10,63,6,2,20,74,100.0
5,83,7,5,17,37,100.0
11,80,8,5,0,47,97.99
7,75,9,2,11,35,94.98
2,44,7,9,10,80,63.38
8,87,4,8,12,90,100.0
2,66,7,10,15,69,90.25
10,89,9,10,8,56,96.19
3,55,5,6,13,82,83.61
9,75,9,3,0,54,90.71
1,96,9,11,16,48,62.6
6,55,8,9,3,54,88.35
4,79,9,5,3,93,83.03
10,66,5,4,4,58,93.97
7,49,5,10,9,39,61.5
2,89,8,4,18,73,100.0
4,59,5,2,6,55,74.47
4,57,9,1,20,56,91.12
11,45,8,1,7,72,100.0
7,44,9,1,8,85,100.0
4,98,7,6,0,38,52.84
11,60,9,2,20,72,100.0
9,86,7,6,11,54,100.0
8,55,8,1,9,41,93.88
6,46,9,6,20,90,100.0
9,42,4,5,12,57,74.5
11,69,6,9,2,90,100.0
11,61,8,3,13,70,100.0
5,59,8,4,5,44,65.53
6,43,4,1,3,48,82.92
4,60,5,5,15,87,86.07
2,98,6,1,20,86,100.0
11,89,9,10,18,42,100.0
6,43,6,7,3,78,85.8
9,68,9,5,2,60,87.53
6,74,7,3,7,81,98.16
5,71,7,9,3,42,69.36
10,90,8,10,11,75,100.0
11,74,7,1,10,82,100.0
1,87,5,11,6,58,56.37
10,67,8,2,13,41,100.0
10,71,8,5,1,81,100.0
4,40,7,1,18,44,88.56
1,63,4,11,6,54,26.67
3,92,5,3,20,63,100.0
10,67,9,2,15,38,100.0
9,45,7,5,3,41,95.16
9,58,8,1,19,54,100.0
3,55,6,10,9,74,82.4
4,49,9,9,7,76,70.81
7,52,5,4,11,62,84.83
5,50,9,4,18,79,95.75
6,82,7,2,4,68,87.74
4,60,9,4,17,90,98.03
5,49,5,5,10,83,96.46
11,75,6,7,5,78,96.23
10,61,5,1,5,41,100.0
1,43,6,7,10,79,71.06
5,53,9,3,20,90,100.0
1,60,5,5,1,43,55.53
9,79,9,1,10,57,100.0
8,74,7,11,5,71,86.35
7,74,6,2,10,90,100.0
2,86,8,2,17,74,100.0
10,85,4,3,14,66,100.0
7,89,4,1,9,79,100.0
1,54,5,10,5,55,52.71
3,64,6,8,8,81,82.36
8,58,7,5,0,47,74.35
7,44,9,6,5,52,67.2
3,93,9,5,1,61,81.48
10,99,4,5,14,77,100.0
9,52,7,1,19,39,100.0
10,64,4,4,3,49,97.06
11,60,9,2,0,61,100.0
7,46,6,3,2,58,80.83
5,68,6,6,0,35,65.59
5,72,7,3,9,57,100.0
9,78,4,10,6,49,69.43
7,70,8,5,1,61,90.43
11,92,7,10,7,68,100.0
1,45,8,4,16,63,87.82
4,76,6,10,5,64,63.19
7,77,5,3,2,71,98.28
10,67,7,2,19,46,100.0
5,100,6,11,19,91,100.0
6,84,6,5,15,83,100.0
5,52,5,8,1,78,72.09
11,97,7,8,10,94,100.0
1,48,8,7,11,35,49.26
3,76,9,3,18,82,100.0
2,83,7,8,14,70,74.0
7,100,7,10,5,80,100.0
3,45,5,6,19,75,83.32
8,66,8,11,5,36,93.15
6,92,5,11,0,45,59.28
5,86,8,2,17,74,100.0
8,72,4,8,11,72,100.0
8,64,7,7,0,49,82.26
8,63,9,8,5,86,100.0
1,58,7,6,13,41,51.6
10,44,6,11,14,37,65.39
1,73,7,1,15,82,84.83
3,48,6,2,18,67,91.06
2,93,5,7,8,61,73.6
1,72,5,8,0,60,42.55
5,87,6,10,6,68,83.2
9,49,4,5,3,35,59.65
1,53,8,7,4,44,54.32
4,91,9,11,13,95,100.0
1,70,8,2,3,85,87.43
10,52,7,5,11,85,100.0
1,75,4,10,10,77,72.02
1,53,6,9,19,39,63.47
8,43,7,9,17,55,100.0
8,42,9,4,3,85,98.85
4,49,8,5,19,92,100.0
1,63,4,5,3,41,36.46
2,72,6,3,14,40,77.62
8,63,6,4,4,90,100.0
5,66,6,7,20,88,100.0
8,57,9,8,4,88,100.0
10,98,7,2,19,47,100.0
11,68,6,1,14,62,100.0
2,96,6,11,19,92,100.0
1,95,7,4,5,46,55.82
5,87,8,4,13,72,100.0
7,65,4,2,11,68,94.45
5,60,8,6,19,60,93.55
7,78,9,3,16,71,100.0
1,49,6,9,4,81,61.84
3,98,5,10,8,89,100.0
2,91,9,4,20,61,100.0
2,43,6,10,17,64,64.74
1,64,6,10,3,57,51.55
4,90,4,5,12,82,100.0
10,87,5,6,20,38,100.0
7,82,8,10,14,92,100.0
1,61,9,9,11,38,53.18
10,51,4,11,16,90,100.0
10,85,6,7,12,53,98.13
7,79,5,9,0,84,67.29
3,73,5,2,19,63,100.0
10,72,7,9,11,73,95.78
7,61,7,2,13,63,98.49
8,56,4,1,18,83,100.0
5,66,4,5,20,42,95.17
2,65,4,8,13,44,68.61
10,90,8,10,10,55,100.0
9,50,7,11,17,84,100.0
11,60,4,1,5,76,100.0
11,49,4,6,18,41,72.64
1,46,5,9,1,54,47.51
8,56,7,4,0,56,78.57
8,67,7,9,6,86,90.84
3,54,7,2,13,36,82.88
10,78,4,11,7,41,96.94
9,46,5,11,2,66,74.31
1,52,5,7,8,67,59.67
2,80,7,11,15,78,100.0
1,99,9,11,3,84,83.0
6,41,5,2,3,74,76.99
5,59,4,9,7,57,68.72
4,47,4,6,7,37,66.45
11,84,9,11,18,81,100.0
6,49,6,4,17,50,79.89
10,60,4,5,11,76,99.95
2,87,6,4,14,95,94.17
10,49,9,8,5,81,100.0
11,72,4,3,18,39,100.0
8,83,6,7,12,86,100.0
4,93,9,1,15,39,96.81
6,57,8,8,8,83,100.0
1,45,5,2,20,63,73.84
8,40,5,11,0,35,61.86
11,84,5,1,12,80,100.0
8,96,4,10,19,47,100.0
3,72,6,5,3,57,55.83
10,64,7,3,10,65,100.0
2,98,4,6,20,75,95.93
2,67,8,3,2,62,76.35
8,61,9,5,8,45,78.47
6,81,6,2,16,55,100.0
10,82,5,5,9,69,100.0
3,70,4,5,5,56,54.6
6,45,4,2,12,94,98.42
4,58,5,2,14,85,92.59
3,53,5,8,15,70,87.98
11,89,4,10,12,45,100.0
5,100,4,10,20,40,71.51
3,93,5,9,9,35,70.11
10,65,9,3,17,41,100.0
1,85,6,6,9,84,62.57
6,60,9,8,3,95,92.73
3,45,8,7,6,83,70.73
2,57,9,6,2,94,77.39
6,58,9,11,11,95,100.0
5,91,6,7,7,93,74.53
7,79,7,9,9,87,100.0
4,87,7,7,6,47,72.16
5,66,6,6,19,48,79.77
2,75,9,4,3,78,84.67
1,64,6,3,17,42,71.99
8,84,5,9,1,58,73.86
2,86,4,4,0,61,61.34
6,43,9,11,14,93,95.54
6,54,5,8,8,53,74.39
5,84,6,5,12,58,100.0
7,55,4,10,0,72,58.52
11,50,7,6,17,69,100.0
8,68,6,11,20,83,100.0
1,65,9,8,19,59,69.25
6,68,7,8,0,84,83.85
4,73,9,11,3,85,78.32
2,89,9,9,14,65,81.17
2,83,9,2,13,94,100.0
3,58,7,7,20,90,78.68
11,76,5,1,13,55,100.0
6,95,8,10,13,50,90.99
6,96,4,9,11,71,89.74
10,96,5,8,20,81,100.0
7,61,9,4,14,47,91.22
7,51,7,7,1,77,85.22
11,49,8,1,2,86,100.0
1,76,5,2,0,80,78.85
9,47,5,10,19,72,100.0
7,92,7,5,11,42,97.92
6,42,6,5,15,75,91.86
9,52,6,4,0,66,73.61
2,88,4,5,4,39,48.81
2,66,6,1,20,72,97.37
2,83,9,3,1,92,98.16
4,74,4,10,19,40,70.22
11,45,6,11,17,42,98.97
5,41,4,9,20,59,83.24
10,96,4,3,15,88,100.0
6,69,7,1,14,59,93.49
6,76,8,7,11,64,97.53
1,61,9,9,14,70,64.76
2,64,8,11,3,57,63.7
1,40,5,10,7,41,38.9
1,47,5,5,13,93,82.68
1,76,7,10,12,85,75.3
10,85,5,10,10,62,100.0
10,89,9,3,12,60,100.0
8,90,4,1,16,94,100.0
5,82,5,8,10,89,96.92
1,75,8,11,7,83,66.05
2,58,9,7,8,88,69.31
8,72,5,10,3,40,83.41
10,74,5,4,4,94,100.0
1,98,9,2,17,52,87.97
7,52,5,10,12,57,86.49
8,75,9,9,17,84,100.0
8,95,9,7,11,80,100.0
9,68,9,10,3,92,100.0
5,87,6,10,5,95,74.06
1,76,6,10,6,95,66.13
10,56,6,11,18,53,100.0
1,94,4,7,9,91,95.8
4,66,9,2,20,71,100.0
9,80,8,8,7,75,100.0
6,90,6,5,9,77,100.0
4,44,6,4,10,41,78.35
7,95,6,9,13,51,100.0
7,82,4,5,15,81,95.7
4,83,6,1,5,94,92.14
1,76,6,2,13,54,81.22
8,64,8,8,15,91,100.0
9,71,4,11,5,91,100.0
1,90,6,10,8,37,71.89
9,95,7,5,5,45,100.0
4,95,8,5,16,76,100.0
8,53,6,8,1,46,74.6
11,70,9,5,20,40,100.0
10,64,9,7,18,59,100.0
2,91,9,7,9,37,67.75
10,61,4,8,13,55,81.22
8,42,9,11,3,42,75.41
1,77,6,5,14,66,66.02
4,58,8,1,14,46,88.18
8,85,9,4,4,90,100.0
6,68,6,11,9,57,93.26
6,51,8,5,1,41,75.27
3,67,9,7,9,64,82.04
11,88,8,9,16,83,100.0
1,67,9,7,19,77,96.07
2,64,9,1,15,94,91.67
5,69,8,3,19,87,100.0
1,58,4,7,4,39,52.63
11,58,6,10,8,56,100.0
1,68,9,6,3,49,77.32
6,60,8,5,0,70,71.37
7,86,5,9,18,68,93.71
1,63,6,8,5,48,58.42
4,82,8,11,17,86,99.14
7,54,4,3,1,64,80.51
4,46,6,2,11,79,83.46
2,53,4,7,2,55,66.25
10,77,8,4,2,40,78.24
7,57,9,7,15,36,69.59
5,72,9,7,20,90,100.0
8,59,7,1,8,93,100.0
8,83,6,1,13,36,100.0
8,80,5,3,20,79,100.0
7,87,8,11,9,68,98.63
5,72,7,8,0,38,56.15
10,61,7,6,14,56,100.0
2,71,6,4,10,51,80.34
8,87,8,2,10,87,100.0
5,62,6,3,12,66,88.02
9,47,4,8,17,52,98.45
11,91,6,10,1,76,100.0
11,41,6,1,11,78,100.0
7,79,5,7,15,51,99.19
11,91,6,10,9,36,100.0
4,61,5,10,6,86,69.48
5,96,5,5,16,47,93.16
2,61,7,2,10,48,77.52
2,67,8,3,1,95,83.68
3,57,4,2,13,46,74.75
1,82,7,4,8,55,51.96
6,56,7,4,15,52,93.22
5,100,9,1,5,39,91.35
4,68,7,3,2,91,81.35
7,84,6,7,2,76,82.15
5,95,7,8,6,86,95.04
2,70,9,2,4,84,80.54
10,90,7,9,13,82,100.0
8,75,8,1,19,70,100.0
9,90,7,7,17,89,100.0
4,77,9,6,1,62,61.56
1,83,8,8,19,47,100.0
2,94,8,3,7,79,81.01
7,80,5,1,17,64,100.0
9,92,8,7,10,51,100.0
9,89,9,2,2,88,100.0
6,51,6,2,0,63,78.29
7,52,7,5,20,45,86.97
10,55,8,6,3,95,100.0
4,43,4,10,15,69,82.45
5,40,9,8,16,76,92.78
7,72,6,7,16,73,100.0
10,45,7,8,18,68,100.0
9,78,4,2,8,61,100.0
11,54,9,8,13,50,99.7
9,62,7,7,7,53,94.33
7,97,6,5,6,67,95.51
6,72,8,6,0,92,89.07
1,92,5,1,3,57,64.58
9,91,9,8,20,75,100.0
4,54,8,6,1,48,66.04
11,77,8,9,18,35,100.0
3,70,7,4,1,78,76.24
4,42,9,2,13,48,94.94
6,79,8,8,7,69,97.29
8,60,4,4,10,57,100.0
3,47,4,6,19,78,100.0
4,93,7,6,10,43,83.89
5,41,9,11,3,67,75.03
4,98,9,11,19,55,100.0
8,91,4,7,17,82,100.0
8,46,7,10,6,84,93.95
1,73,6,1,7,37,52.0
8,89,6,10,19,85,100.0
6,43,8,9,16,44,85.35
5,71,6,8,8,78,90.26
6,90,6,2,13,71,100.0
2,53,6,9,20,61,75.3
9,95,5,1,6,60,85.42
1,92,8,5,7,46,73.34
5,44,8,11,16,95,100.0
4,100,6,7,20,53,95.87
9,54,6,9,12,39,79.09
9,65,6,11,5,71,99.39
5,74,8,1,18,63,88.57
4,79,9,9,16,73,95.02
1,77,6,9,16,38,68.41
3,86,7,5,19,72,100.0
2,51,8,1,12,68,75.68
6,54,6,5,5,64,51.63
2,90,8,7,5,74,92.88
5,49,7,3,13,61,85.94
9,84,7,4,11,68,100.0
3,59,4,9,19,52,71.58
5,67,8,1,3,61,93.33
11,54,4,3,11,76,100.0
5,57,5,11,19,50,81.5
7,65,8,9,13,58,77.48
7,48,8,6,20,36,74.11
10,98,7,8,9,93,100.0
7,54,5,9,11,50,70.83
1,46,9,11,17,75,65.11
5,72,5,5,4,62,77.98
11,82,6,3,16,76,100.0
2,62,5,10,2,93,60.59
4,67,5,11,19,91,100.0
7,43,4,10,11,77,83.63
4,100,8,9,7,77,100.0
10,56,8,3,18,50,100.0
8,86,8,11,0,66,70.95
7,62,4,9,19,50,83.21
11,40,8,11,9,55,100.0
1,98,9,3,3,64,86.21
3,99,8,8,0,85,85.44
4,56,8,5,5,55,79.22
10,92,7,11,16,63,100.0
2,77,8,5,3,74,57.22
9,93,9,9,5,39,97.73
6,74,5,11,19,36,96.83
3,46,4,8,16,47,71.38
4,95,5,3,20,36,100.0
8,76,8,4,18,77,100.0
2,83,6,10,13,36,63.61
8,93,5,2,7,51,89.87
3,88,9,9,9,83,100.0
4,95,9,8,7,84,89.18
1,73,5,3,12,59,74.72
4,58,9,9,0,63,76.5
5,92,8,7,15,71,100.0
10,45,5,10,13,39,93.07
10,50,7,11,16,67,100.0
4,65,6,2,2,93,84.82
3,44,6,3,13,89,100.0
1,61,7,11,6,36,46.5
10,43,5,2,12,44,100.0
8,80,5,2,6,39,100.0
5,85,8,8,8,90,100.0
10,89,4,1,10,83,100.0
11,74,7,10,13,85,100.0
6,54,4,7,17,61,100.0
1,51,4,4,4,59,59.41
1,85,6,9,19,52,81.6
7,53,9,2,3,74,70.11
1,71,8,9,9,66,54.75
7,60,7,2,15,69,100.0
11,90,6,9,13,62,100.0
9,64,8,8,8,50,90.64
11,48,4,2,2,42,85.43
7,46,8,6,19,71,100.0
2,75,6,3,0,86,78.68
4,54,9,9,1,53,59.92
1,42,8,8,7,53,69.93
8,77,7,6,10,74,100.0
3,58,4,4,0,78,43.47
6,68,4,11,8,68,78.88
4,76,7,6,0,95,84.64
10,94,9,10,7,37,77.1
6,83,8,5,7,80,97.2
11,62,4,11,7,52,76.85
8,88,5,4,2,37,89.04
10,71,7,10,17,72,100.0
6,83,8,5,9,80,91.2
1,49,8,2,18,80,100.0
9,64,9,3,13,58,98.4
6,76,7,5,13,58,98.62
5,90,7,10,20,35,96.79
4,80,6,6,15,79,98.89
1,41,8,10,19,55,55.04
10,78,9,6,16,44,100.0
10,99,4,11,16,65,100.0
3,47,9,5,7,78,87.66
2,62,8,2,20,69,90.75
5,53,9,10,4,48,67.46
2,64,7,7,8,80,78.94
5,60,9,10,17,87,100.0
3,59,7,1,4,50,45.28
3,64,4,11,14,88,87.0
5,73,4,10,1,60,55.04
11,99,8,3,0,48,100.0
1,87,7,8,0,44,63.83
9,91,4,7,9,42,100.0
10,52,4,9,13,66,97.33
10,80,5,10,14,42,94.5
8,40,4,10,13,61,97.29
7,84,5,10,19,65,100.0
10,43,6,11,19,41,92.65
8,84,8,5,16,80,100.0
9,96,7,6,11,35,100.0
6,40,4,11,15,57,82.53
4,53,8,4,1,64,76.14
7,86,4,4,0,45,92.57
1,73,9,10,7,54,80.24
3,87,4,5,15,36,85.79
4,90,9,10,2,73,77.73
5,81,7,6,13,49,96.17
3,69,9,8,8,66,82.55
5,56,4,1,19,59,100.0
2,73,6,10,11,46,52.07
8,75,4,1,13,43,91.68
1,56,8,6,9,36,44.41
4,95,5,1,2,76,83.68
10,95,9,4,7,41,100.0
2,47,6,3,8,69,66.65
1,59,9,8,12,75,65.41
9,90,4,3,5,59,86.96
6,85,9,11,1,63,86.46
9,49,6,2,12,35,100.0
3,87,6,7,9,93,100.0
7,56,9,10,11,94,97.01
6,42,8,9,15,58,95.59
5,51,8,5,14,77,100.0
5,62,5,3,16,39,100.0
6,47,4,9,9,73,76.13
1,99,9,7,14,76,94.92
2,54,4,8,17,45,73.32
1,63,7,11,17,68,69.29
5,48,9,6,11,53,82.71
10,43,9,6,4,76,87.98
9,89,5,9,8,89,99.26
3,63,4,5,7,81,58.84
3,97,5,1,6,69,81.27
10,81,6,4,7,69,100.0
10,64,7,3,17,42,100.0
1,49,4,9,8,83,65.14
10,80,9,11,2,46,90.62
9,51,8,8,1,71,91.31
5,63,6,7,17,56,89.84
6,70,4,9,2,55,66.29
3,87,6,1,1,62,79.81
9,49,4,5,10,67,92.53
5,81,4,9,4,87,81.33
2,42,5,2,13,88,95.76
11,53,6,9,6,56,86.68
6,87,8,7,16,75,100.0
9,92,6,1,8,42,99.13
7,71,9,9,8,42,76.42
4,89,9,2,4,51,88.03
1,95,9,3,20,46,92.64
2,88,9,5,2,80,88.24
11,80,9,9,17,63,100.0
2,94,9,11,16,70,93.94
5,100,9,2,9,62,100.0
5,79,6,10,6,78,82.5
8,42,5,11,15,51,81.02
6,55,9,2,12,41,83.61
2,51,8,3,3,35,64.94
5,49,6,7,6,68,70.08
1,86,8,6,4,82,92.45
5,92,8,5,19,57,100.0
4,40,6,2,1,69,62.4
2,84,8,9,5,84,79.0
2,57,7,8,8,75,71.3
11,66,4,3,16,47,100.0
7,100,7,11,13,83,90.48
6,82,6,7,13,38,93.93
11,55,9,1,5,54,100.0
1,54,4,9,1,47,33.49
3,40,8,6,2,85,75.73
4,47,4,7,4,58,56.55
8,78,8,11,1,86,100.0
3,50,4,1,17,92,93.57
4,75,7,6,16,53,83.75
11,83,4,7,9,54,100.0
1,41,8,11,18,48,43.18
1,70,8,2,8,73,83.77
5,82,8,2,11,39,95.33
2,80,5,2,5,35,56.55
4,88,6,7,10,54,61.64
9,71,5,5,15,67,100.0
6,66,4,7,18,84,100.0
8,95,9,6,1,92,94.31
6,82,8,3,13,62,100.0
7,62,9,8,16,38,75.27
7,76,7,11,18,94,100.0
4,96,7,6,3,67,75.07
3,91,8,8,6,70,92.39
7,100,7,11,15,47,100.0
5,99,5,11,9,92,96.18
6,82,5,2,4,61,94.69
6,53,8,4,1,71,81.47
1,76,5,11,0,52,42.56
4,93,4,1,0,46,89.53
11,83,9,4,10,75,100.0
10,88,6,3,13,53,100.0
11,95,8,6,15,77,100.0
6,44,9,5,2,35,53.97
9,57,5,10,6,39,73.72
4,54,5,4,5,57,69.24
6,53,4,3,5,63,82.37
10,56,4,2,1,83,100.0
11,100,8,1,19,67,100.0
2,43,7,9,12,59,81.6
6,67,8,5,16,88,100.0
10,52,4,2,12,36,93.93
8,57,8,8,11,42,95.44
5,57,9,9,2,75,67.39
7,76,5,2,8,62,91.67
3,100,5,9,7,66,73.98
6,52,7,3,14,95,100.0
4,40,9,10,7,51,62.71
11,72,9,9,1,95,100.0
10,76,7,5,3,74,100.0
10,71,6,8,3,71,100.0
8,97,8,1,4,88,100.0
10,69,9,1,18,43,100.0
11,66,7,8,1,75,100.0
5,79,5,8,7,48,68.83
4,90,6,8,14,40,95.58
7,63,7,2,18,78,100.0
9,93,9,1,7,49,100.0
8,41,6,2,6,77,100.0
8,75,5,10,5,81,98.32
10,49,5,4,13,81,100.0
11,74,8,4,18,37,100.0
4,86,5,2,17,63,100.0
8,88,8,2,1,38,80.72
4,68,4,8,19,93,100.0
4,63,7,7,11,75,75.57
5,87,6,8,15,51,92.88
11,84,7,3,4,85,100.0
10,88,9,9,9,35,100.0
1,82,5,9,12,77,74.47
2,78,8,3,3,67,73.21
1,68,8,5,18,58,98.4
4,59,5,2,6,59,76.09
9,99,4,6,12,77,100.0
9,55,8,6,14,83,100.0
7,69,9,5,13,49,91.48
10,74,6,10,7,68,91.19
7,54,4,2,10,40,73.84
5,92,7,2,9,95,97.23
4,42,5,9,20,71,97.07
